id,year,team1,score1,score2,team2,Play Off Game?,Home Odds,Draw Odds,Away Odds,Bookmakers Surveyed,Date,Kick-off (local)
442,2013,Central Coast Mariners,2,1,Melbourne City,N,1.61,4.03,4.8,15,30-Mar-13,17:30
443,2013,Newcastle Jets,0,3,Western Sydney,N,3.05,3.3,2.26,15,29-Mar-13,17:30
444,2013,Brisbane Roar,3,1,Sydney FC,N,1.64,3.92,4.76,15,28-Mar-13,19:00
445,2013,Adelaide Utd,0,2,Central Coast Mariners,N,3.66,3.46,1.92,15,24-Mar-13,18:30
446,2013,Brisbane Roar,2,0,Melbourne City,N,1.4,4.37,6.95,15,24-Mar-13,16:00
447,2013,Western Sydney,1,1,Sydney FC,N,1.72,3.64,4.42,15,23-Mar-13,19:45
448,2013,Melbourne Victory,2,3,Perth Glory,N,2.05,3.35,3.38,15,23-Mar-13,17:30
449,2013,Perth Glory,1,2,Wellington Phoenix,N,1.52,4.04,5.85,15,17-Mar-13,16:00
450,2013,Central Coast Mariners,1,0,Brisbane Roar,N,1.99,3.38,3.61,15,17-Mar-13,17:00
451,2013,Sydney FC,1,1,Melbourne Victory,N,2.26,3.47,2.9,15,16-Mar-13,19:45
452,2013,Melbourne City,1,3,Western Sydney,N,3.77,3.45,1.92,15,16-Mar-13,17:30
453,2013,Adelaide Utd,1,1,Newcastle Jets,N,1.95,3.46,3.67,15,15-Mar-13,19:00
454,2013,Melbourne City,0,2,Adelaide Utd,N,1.81,3.62,4.1,15,11-Mar-13,19:30
455,2013,Western Sydney,2,1,Wellington Phoenix,N,1.35,4.68,8.29,15,10-Mar-13,17:00
456,2013,Brisbane Roar,1,1,Melbourne Victory,N,1.72,3.8,4.31,15,09-Mar-13,18:45
457,2013,Sydney FC,2,0,Central Coast Mariners,N,4.21,3.79,1.75,15,09-Mar-13,17:30
458,2013,Newcastle Jets,1,2,Perth Glory,N,2.47,3.24,2.77,15,08-Mar-13,19:30
459,2013,Melbourne Victory,5,0,Newcastle Jets,N,1.67,3.86,4.7,15,03-Mar-13,17:00
460,2013,Wellington Phoenix,1,0,Melbourne City,N,2.29,3.35,2.96,15,03-Mar-13,16:30
461,2013,Perth Glory,2,1,Sydney FC,N,1.8,3.68,4.07,15,02-Mar-13,18:45
462,2013,Central Coast Mariners,0,1,Western Sydney,N,2.08,3.33,3.43,15,02-Mar-13,19:45
463,2013,Adelaide Utd,0,1,Brisbane Roar,N,2.76,3.33,2.44,15,02-Mar-13,17:00
464,2013,Wellington Phoenix,1,2,Newcastle Jets,N,2.05,3.36,3.47,15,27-Feb-13,19:00
465,2013,Melbourne City,3,1,Sydney FC,N,2.3,3.39,2.89,15,24-Feb-13,17:00
466,2013,Wellington Phoenix,2,2,Adelaide Utd,N,1.89,3.53,3.82,15,24-Feb-13,16:30
467,2013,Central Coast Mariners,6,2,Melbourne Victory,N,1.55,3.95,5.64,15,23-Feb-13,19:45
468,2013,Western Sydney,1,0,Perth Glory,N,1.48,3.99,6.62,15,23-Feb-13,17:30
469,2013,Newcastle Jets,0,0,Brisbane Roar,N,2.41,3.21,2.89,15,22-Feb-13,19:30
470,2013,Brisbane Roar,2,0,Wellington Phoenix,N,1.49,4.15,6.05,15,17-Feb-13,16:00
471,2013,Perth Glory,2,1,Central Coast Mariners,N,3.23,3.35,2.13,15,16-Feb-13,18:45
472,2013,Melbourne Victory,1,2,Western Sydney,N,2.72,3.27,2.48,15,16-Feb-13,19:45
473,2013,Sydney FC,2,1,Adelaide Utd,N,2.21,3.46,3,15,16-Feb-13,17:30
474,2013,Newcastle Jets,2,0,Melbourne City,N,1.95,3.45,3.67,15,15-Feb-13,19:30
475,2013,Sydney FC,2,1,Brisbane Roar,N,2.94,3.41,2.25,15,10-Feb-13,17:00
476,2013,Western Sydney,2,1,Newcastle Jets,N,1.58,3.89,5.32,15,09-Feb-13,19:45
477,2013,Melbourne City,2,0,Perth Glory,N,2.22,3.31,3.06,15,09-Feb-13,17:30
478,2013,Adelaide Utd,1,0,Melbourne Victory,N,2.83,3.42,2.31,15,08-Feb-13,19:00
479,2013,Central Coast Mariners,5,0,Wellington Phoenix,N,1.38,4.47,7.89,15,07-Feb-13,19:00
480,2013,Adelaide Utd,2,4,Western Sydney,N,2.89,3.24,2.39,14,03-Feb-13,16:30
481,2013,Melbourne Victory,2,1,Melbourne City,N,1.65,3.84,4.75,15,02-Feb-13,19:45
482,2013,Newcastle Jets,2,2,Sydney FC,N,1.83,3.63,3.88,15,02-Feb-13,17:30
483,2013,Wellington Phoenix,1,0,Perth Glory,N,2.07,3.3,3.42,15,02-Feb-13,17:00
484,2013,Brisbane Roar,2,2,Central Coast Mariners,N,2.5,3.22,2.74,15,01-Feb-13,19:00
485,2013,Wellington Phoenix,1,1,Newcastle Jets,N,2.03,3.38,3.45,16,27-Jan-13,16:30
486,2013,Perth Glory,0,1,Brisbane Roar,N,2.43,3.19,2.86,16,26-Jan-13,18:45
487,2013,Western Sydney,1,0,Melbourne City,N,1.55,3.84,5.93,16,26-Jan-13,19:45
488,2013,Melbourne Victory,3,1,Sydney FC,N,1.77,3.69,4.17,16,26-Jan-13,17:30
489,2013,Central Coast Mariners,3,1,Adelaide Utd,N,1.72,3.49,4.8,16,25-Jan-13,19:30
490,2013,Brisbane Roar,1,2,Western Sydney,N,2.22,3.29,3.13,16,20-Jan-13,16:00
491,2013,Perth Glory,0,1,Melbourne Victory,N,2.09,3.45,3.23,16,19-Jan-13,18:45
492,2013,Central Coast Mariners,0,0,Newcastle Jets,N,1.63,3.73,5.15,16,19-Jan-13,19:45
493,2013,Sydney FC,7,1,Wellington Phoenix,N,1.97,3.54,3.48,16,19-Jan-13,17:30
494,2013,Melbourne City,2,0,Adelaide Utd,N,2.43,3.29,2.79,16,18-Jan-13,19:30
495,2013,Sydney FC,2,1,Melbourne City,N,2.21,3.47,2.99,16,13-Jan-13,17:00
496,2013,Wellington Phoenix,0,2,Western Sydney,N,2.52,3.24,2.71,16,13-Jan-13,16:30
497,2013,Newcastle Jets,1,0,Brisbane Roar,N,3.56,3.53,1.96,16,12-Jan-13,19:45
498,2013,Melbourne Victory,1,1,Central Coast Mariners,N,3.25,3.43,2.1,16,12-Jan-13,17:30
499,2013,Adelaide Utd,3,2,Perth Glory,N,2.04,3.39,3.47,16,11-Jan-13,19:00
500,2013,Western Sydney,0,2,Central Coast Mariners,N,2.89,3.14,2.43,14,06-Jan-13,18:00
501,2013,Melbourne City,3,2,Brisbane Roar,N,3.2,3.4,2.13,14,06-Jan-13,16:00
502,2013,Perth Glory,2,2,Sydney FC,N,1.55,3.99,5.57,14,05-Jan-13,18:45
503,2013,Melbourne Victory,2,0,Wellington Phoenix,N,1.71,3.76,4.48,14,05-Jan-13,19:45
504,2013,Newcastle Jets,0,0,Adelaide Utd,N,2.55,3.35,2.62,14,05-Jan-13,17:30
505,2013,Brisbane Roar,2,1,Wellington Phoenix,N,1.54,3.89,5.83,14,01-Jan-13,19:30
506,2013,Western Sydney,2,1,Melbourne Victory,N,2.19,3.36,3.1,14,01-Jan-13,18:15
507,2013,Melbourne City,2,1,Newcastle Jets,N,2.21,3.39,3.02,14,01-Jan-13,16:00
508,2012,Adelaide Utd,3,0,Sydney FC,N,1.67,3.72,4.75,14,31-Dec-12,19:30
509,2012,Central Coast Mariners,1,0,Perth Glory,N,1.82,3.44,4.25,14,31-Dec-12,18:00
510,2012,Melbourne Victory,3,2,Newcastle Jets,N,1.89,3.62,3.79,14,28-Dec-12,19:30
511,2012,Perth Glory,1,1,Western Sydney,N,2.22,3.21,3.22,14,27-Dec-12,18:45
512,2012,Sydney FC,1,0,Central Coast Mariners,N,4.63,3.67,1.71,14,27-Dec-12,19:30
513,2012,Wellington Phoenix,3,2,Melbourne City,N,1.73,3.58,4.59,14,27-Dec-12,19:30
514,2012,Adelaide Utd,0,1,Brisbane Roar,N,2.58,3.31,2.6,14,26-Dec-12,19:00
515,2012,Melbourne City,1,2,Melbourne Victory,N,2.86,3.36,2.33,14,22-Dec-12,19:45
516,2012,Newcastle Jets,2,1,Sydney FC,N,2.06,3.45,3.34,14,22-Dec-12,17:30
517,2012,Wellington Phoenix,1,1,Central Coast Mariners,N,3.73,3.4,1.95,14,22-Dec-12,17:00
518,2012,Brisbane Roar,0,1,Perth Glory,N,1.8,3.55,4.19,14,21-Dec-12,20:00
519,2012,Western Sydney,6,1,Adelaide Utd,N,2.62,3.18,2.61,14,21-Dec-12,19:00
520,2012,Adelaide Utd,3,1,Wellington Phoenix,N,1.73,3.63,4.49,15,16-Dec-12,16:30
521,2012,Sydney FC,0,2,Western Sydney,N,2.48,3.21,2.78,15,15-Dec-12,19:45
522,2012,Melbourne Victory,1,1,Brisbane Roar,N,2.54,3.42,2.54,15,15-Dec-12,17:30
523,2012,Perth Glory,3,0,Newcastle Jets,N,1.68,3.71,4.76,15,14-Dec-12,18:45
524,2012,Central Coast Mariners,2,0,Melbourne City,N,1.45,4.19,6.75,15,14-Dec-12,19:30
525,2012,Western Sydney,1,0,Brisbane Roar,N,3.8,3.36,1.95,15,09-Dec-12,17:00
526,2012,Wellington Phoenix,1,2,Sydney FC,N,1.55,3.97,5.58,15,09-Dec-12,16:30
527,2012,Newcastle Jets,0,2,Central Coast Mariners,N,3.41,3.41,2.05,15,08-Dec-12,19:45
528,2012,Melbourne City,1,0,Perth Glory,N,2.53,3.27,2.67,15,08-Dec-12,17:30
529,2012,Adelaide Utd,4,2,Melbourne Victory,N,2.21,3.37,3.08,15,07-Dec-12,19:00
530,2012,Sydney FC,0,0,Melbourne City,N,2.43,3.32,2.77,15,02-Dec-12,17:00
531,2012,Wellington Phoenix,1,0,Western Sydney,N,1.75,3.5,4.56,15,02-Dec-12,16:30
532,2012,Brisbane Roar,1,0,Newcastle Jets,N,1.63,4.01,4.66,15,01-Dec-12,18:45
533,2012,Central Coast Mariners,2,1,Adelaide Utd,N,1.69,3.61,4.8,15,01-Dec-12,17:30
534,2012,Melbourne Victory,1,0,Perth Glory,N,2.09,3.44,3.24,15,30-Nov-12,19:30
535,2012,Central Coast Mariners,2,1,Brisbane Roar,N,2.42,3.33,2.78,16,25-Nov-12,17:00
536,2012,Perth Glory,1,1,Wellington Phoenix,N,1.71,3.57,4.64,16,24-Nov-12,18:45
537,2012,Western Sydney,0,2,Melbourne Victory,N,2.68,3.31,2.49,16,24-Nov-12,19:45
538,2012,Melbourne City,3,3,Newcastle Jets,N,2.09,3.41,3.29,16,24-Nov-12,17:30
539,2012,Sydney FC,1,2,Adelaide Utd,N,2.7,3.39,2.43,16,23-Nov-12,19:30
540,2012,Perth Glory,0,1,Western Sydney,N,1.58,3.76,5.58,16,18-Nov-12,14:00
541,2012,Newcastle Jets,0,3,Wellington Phoenix,N,1.82,3.52,4.11,16,18-Nov-12,15:00
542,2012,Melbourne Victory,2,2,Central Coast Mariners,N,2.99,3.31,2.28,16,17-Nov-12,19:45
543,2012,Adelaide Utd,1,0,Melbourne City,N,2.06,3.31,3.48,16,17-Nov-12,17:00
544,2012,Brisbane Roar,4,2,Sydney FC,N,1.53,4.2,5.35,16,16-Nov-12,19:00
545,2012,Adelaide Utd,1,1,Perth Glory,N,2.27,3.27,3.02,16,11-Nov-12,16:30
546,2012,Wellington Phoenix,0,1,Central Coast Mariners,N,2.72,3.26,2.49,16,11-Nov-12,16:30
547,2012,Sydney FC,2,3,Melbourne Victory,N,2.25,3.41,3.05,16,10-Nov-12,19:45
548,2012,Western Sydney,1,2,Newcastle Jets,N,2.78,3.26,2.44,16,10-Nov-12,17:30
549,2012,Melbourne City,4,1,Brisbane Roar,N,3.37,3.26,2.11,1,09-Nov-12,19:30
550,2012,Melbourne Victory,3,2,Wellington Phoenix,N,2.02,3.42,3.43,16,05-Nov-12,19:30
551,2012,Brisbane Roar,0,1,Adelaide Utd,N,1.53,4.14,5.54,16,04-Nov-12,16:00
552,2012,Perth Glory,3,2,Newcastle Jets,N,1.84,3.5,4.06,16,03-Nov-12,18:45
553,2012,Central Coast Mariners,7,2,Sydney FC,N,1.68,3.64,4.83,16,03-Nov-12,19:30
554,2012,Western Sydney,2,1,Melbourne City,N,2.38,3.19,2.9,16,02-Nov-12,19:30
555,2012,Sydney FC,2,1,Perth Glory,N,2.42,3.24,2.81,16,28-Oct-12,17:00
556,2012,Melbourne City,0,1,Central Coast Mariners,N,2.66,3.18,2.59,16,28-Oct-12,15:00
557,2012,Brisbane Roar,0,1,Western Sydney,N,1.31,4.93,9.04,1,27-Oct-12,18:45
558,2012,Adelaide Utd,3,1,Wellington Phoenix,N,2.2,3.25,3.16,16,27-Oct-12,17:00
559,2012,Newcastle Jets,2,1,Melbourne Victory,N,1.92,3.5,3.69,16,26-Oct-12,19:30
560,2012,Perth Glory,2,0,Melbourne City,N,1.91,3.39,3.9,16,21-Oct-12,14:00
561,2012,Wellington Phoenix,1,1,Brisbane Roar,N,3.12,3.32,2.2,16,21-Oct-12,16:30
562,2012,Western Sydney,0,1,Sydney FC,N,3.05,3.15,2.15,1,20-Oct-12,19:45
563,2012,Newcastle Jets,2,1,Central Coast Mariners,N,2.95,3.24,2.32,16,20-Oct-12,17:30
564,2012,Melbourne Victory,2,1,Adelaide Utd,N,2.56,3.3,2.61,16,19-Oct-12,19:30
565,2012,Central Coast Mariners,1,0,Perth Glory,N,2.08,3.23,3.48,15,14-Oct-12,17:00
566,2012,Melbourne City,1,1,Wellington Phoenix,N,1.55,3.8,5.89,15,14-Oct-12,15:00
567,2012,Brisbane Roar,5,0,Melbourne Victory,N,1.58,3.85,5.34,15,13-Oct-12,18:45
568,2012,Sydney FC,2,3,Newcastle Jets,N,2.08,3.28,3.42,15,13-Oct-12,17:30
569,2012,Adelaide Utd,1,0,Western Sydney,N,1.61,3.45,4.9,1,12-Oct-12,19:00
570,2012,Perth Glory,1,0,Brisbane Roar,N,2.84,3.19,2.42,15,07-Oct-12,14:00
571,2012,Newcastle Jets,0,2,Adelaide Utd,N,2.1,3.35,3.29,15,07-Oct-12,15:00
572,2012,Western Sydney,0,0,Central Coast Mariners,N,3.6,3.25,1.91,2,06-Oct-12,19:45
573,2012,Wellington Phoenix,2,0,Sydney FC,N,2.33,3.31,2.9,15,06-Oct-12,19:30
574,2012,Melbourne Victory,1,2,Melbourne City,N,2.12,3.23,3.38,15,05-Oct-12,19:30
575,2012,Brisbane Roar,2,1,Perth Glory,Y,1.65,3.6,4.95,17,22-Apr-12,16:00
576,2012,Central Coast Mariners,1,1,Perth Glory,Y,2,3.32,3.51,17,14-Apr-12,16:00
577,2012,Central Coast Mariners,2,3,Brisbane Roar,Y,2.75,3.25,2.41,17,08-Apr-12,17:00
578,2012,Perth Glory,2,2,Wellington Phoenix,Y,1.79,3.39,4.3,17,07-Apr-12,17:30
579,2012,Perth Glory,3,0,Melbourne City,Y,1.98,3.3,3.58,9,01-Apr-12,17:00
580,2012,Brisbane Roar,2,0,Central Coast Mariners,Y,1.92,3.36,3.77,10,31-Mar-12,16:30
581,2012,Wellington Phoenix,3,2,Sydney FC,Y,2.15,3.23,3.22,10,30-Mar-12,20:00
582,2012,Gold Coast,1,2,Brisbane Roar,N,3.53,3.41,1.97,14,25-Mar-12,17:30
583,2012,Sydney FC,3,2,Newcastle Jets,N,2.06,3.31,3.34,16,25-Mar-12,16:00
584,2012,Wellington Phoenix,1,2,Central Coast Mariners,N,2.88,3.25,2.31,14,25-Mar-12,16:00
585,2012,Perth Glory,4,2,Melbourne Victory,N,1.95,3.39,3.58,16,24-Mar-12,18:30
586,2012,Adelaide Utd,1,1,Melbourne City,N,2.7,3.19,2.48,16,23-Mar-12,19:30
587,2012,Gold Coast,3,0,Perth Glory,N,2.95,3.18,2.33,16,18-Mar-12,17:30
588,2012,Melbourne City,2,2,Sydney FC,N,2.44,3.19,2.76,16,17-Mar-12,19:45
589,2012,Central Coast Mariners,1,0,Adelaide Utd,N,1.49,3.91,6.21,16,17-Mar-12,17:30
590,2012,Newcastle Jets,1,2,Brisbane Roar,N,3.12,3.28,2.19,16,17-Mar-12,17:30
591,2012,Melbourne Victory,3,0,Wellington Phoenix,N,2.4,3.24,2.77,16,16-Mar-12,20:00
592,2012,Perth Glory,1,0,Central Coast Mariners,N,2.31,3.25,2.88,16,11-Mar-12,16:30
593,2012,Brisbane Roar,1,1,Adelaide Utd,N,1.36,4.43,8.08,16,11-Mar-12,16:00
594,2012,Sydney FC,1,0,Melbourne Victory,N,2.06,3.33,3.3,16,10-Mar-12,19:45
595,2012,Melbourne City,1,1,Wellington Phoenix,N,2.17,3.22,3.17,16,10-Mar-12,17:30
596,2012,Newcastle Jets,1,1,Gold Coast,N,1.47,4,6.5,16,09-Mar-12,20:00
597,2012,Wellington Phoenix,2,0,Gold Coast,N,1.49,3.99,6.42,12,04-Mar-12,16:30
598,2012,Central Coast Mariners,1,1,Sydney FC,N,1.82,3.45,4.08,15,03-Mar-12,19:45
599,2012,Melbourne Victory,1,3,Newcastle Jets,N,1.95,3.36,3.63,15,03-Mar-12,17:30
600,2012,Brisbane Roar,1,1,Melbourne City,N,1.48,4.06,6.1,15,02-Mar-12,19:00
601,2012,Adelaide Utd,0,2,Perth Glory,N,2.64,3.28,2.5,15,01-Mar-12,19:30
602,2012,Melbourne City,1,0,Central Coast Mariners,N,3.21,3.24,2.17,12,26-Feb-12,17:00
603,2012,Perth Glory,0,3,Brisbane Roar,N,2.8,3.26,2.4,12,25-Feb-12,19:00
604,2012,Gold Coast,1,1,Melbourne Victory,N,3.2,3.27,2.16,12,25-Feb-12,18:45
605,2012,Sydney FC,0,1,Wellington Phoenix,N,2.03,3.31,3.45,12,25-Feb-12,17:30
606,2012,Newcastle Jets,1,0,Adelaide Utd,N,1.99,3.38,3.52,12,24-Feb-12,20:00
607,2012,Gold Coast,3,3,Central Coast Mariners,N,5.13,3.67,1.63,12,22-Feb-12,19:00
608,2012,Adelaide Utd,1,2,Sydney FC,N,2.51,3.24,2.66,11,19-Feb-12,16:30
609,2012,Perth Glory,2,0,Newcastle Jets,N,1.9,3.37,3.81,12,18-Feb-12,19:00
610,2012,Brisbane Roar,3,2,Melbourne Victory,N,1.51,3.93,5.97,12,18-Feb-12,18:45
611,2012,Central Coast Mariners,2,0,Wellington Phoenix,N,1.72,3.51,4.58,12,18-Feb-12,17:30
612,2012,Melbourne City,1,0,Gold Coast,N,1.54,3.79,5.84,12,17-Feb-12,20:00
613,2012,Gold Coast,1,2,Adelaide Utd,N,2.29,3.26,2.91,12,12-Feb-12,16:30
614,2012,Wellington Phoenix,0,2,Brisbane Roar,N,2.72,3.22,2.44,12,12-Feb-12,17:00
615,2012,Sydney FC,2,1,Perth Glory,N,2.36,3.26,2.82,12,11-Feb-12,19:45
616,2012,Newcastle Jets,3,0,Melbourne City,N,2.11,3.26,3.25,12,11-Feb-12,17:30
617,2012,Melbourne Victory,2,1,Central Coast Mariners,N,2.62,3.22,2.53,12,10-Feb-12,20:00
618,2012,Perth Glory,4,0,Gold Coast,N,1.71,3.53,4.55,12,06-Feb-12,19:00
619,2012,Sydney FC,2,5,Newcastle Jets,N,1.93,3.35,3.73,12,05-Feb-12,17:00
620,2012,Melbourne City,0,0,Melbourne Victory,N,2.62,3.25,2.53,12,04-Feb-12,19:45
621,2012,Central Coast Mariners,0,2,Brisbane Roar,N,2.35,3.23,2.88,12,04-Feb-12,17:30
622,2012,Adelaide Utd,1,2,Wellington Phoenix,N,2.36,3.25,2.83,12,03-Feb-12,19:30
623,2012,Melbourne Victory,1,1,Gold Coast,N,2.07,3.3,3.41,12,01-Feb-12,19:30
624,2012,Adelaide Utd,0,3,Perth Glory,N,2.21,3.28,3.06,12,29-Jan-12,16:30
625,2012,Wellington Phoenix,3,1,Melbourne City,N,2.04,3.28,3.44,12,29-Jan-12,16:30
626,2012,Brisbane Roar,0,1,Newcastle Jets,N,1.4,4.24,7.35,12,28-Jan-12,18:45
627,2012,Melbourne Victory,2,2,Sydney FC,N,2.17,3.31,3.15,12,26-Jan-12,16:00
628,2012,Adelaide Utd,1,1,Newcastle Jets,N,2.01,3.27,3.52,11,25-Jan-12,19:30
629,2012,Perth Glory,4,1,Melbourne Victory,N,2.53,3.2,2.63,12,22-Jan-12,16:30
630,2012,Sydney FC,2,1,Gold Coast,N,1.88,3.37,3.88,12,22-Jan-12,17:00
631,2012,Melbourne City,1,1,Brisbane Roar,N,3.32,3.35,2.06,12,21-Jan-12,19:45
632,2012,Central Coast Mariners,3,2,Adelaide Utd,N,1.8,3.41,4.39,12,21-Jan-12,17:30
633,2012,Newcastle Jets,0,1,Wellington Phoenix,N,2.21,3.26,3.05,12,20-Jan-12,20:00
634,2012,Melbourne City,0,1,Central Coast Mariners,N,3.3,3.26,2.1,12,18-Jan-12,19:30
635,2012,Sydney FC,1,1,Perth Glory,N,1.91,3.44,3.69,12,18-Jan-12,17:30
636,2012,Gold Coast,0,1,Wellington Phoenix,N,1.95,3.35,3.63,12,15-Jan-12,17:30
637,2012,Melbourne City,1,2,Perth Glory,N,1.89,3.37,3.86,12,15-Jan-12,16:00
638,2012,Brisbane Roar,2,1,Sydney FC,N,1.57,3.71,5.48,12,14-Jan-12,18:45
639,2012,Central Coast Mariners,1,1,Newcastle Jets,N,1.43,4.12,6.79,12,14-Jan-12,17:30
640,2012,Melbourne Victory,1,1,Adelaide Utd,N,1.83,3.48,3.96,12,13-Jan-12,20:00
641,2012,Gold Coast,1,1,Melbourne City,N,2.4,3.21,2.79,12,08-Jan-12,17:30
642,2012,Sydney FC,0,1,Central Coast Mariners,N,2.97,3.25,2.26,12,08-Jan-12,16:00
643,2012,Wellington Phoenix,0,1,Perth Glory,N,1.62,3.7,5.11,12,08-Jan-12,16:00
644,2012,Melbourne Victory,2,1,Newcastle Jets,N,1.69,3.59,4.6,12,07-Jan-12,19:45
645,2012,Adelaide Utd,1,1,Brisbane Roar,N,3.08,3.29,2.18,12,07-Jan-12,17:00
646,2012,Perth Glory,3,3,Brisbane Roar,N,3.77,3.36,1.9,12,04-Jan-12,19:00
647,2012,Central Coast Mariners,2,0,Melbourne Victory,N,1.69,3.61,4.59,12,04-Jan-12,19:45
648,2012,Newcastle Jets,3,2,Gold Coast,N,2.54,3.2,2.64,12,04-Jan-12,17:30
649,2012,Melbourne City,1,3,Adelaide Utd,N,1.78,3.46,4.23,12,04-Jan-12,15:15
650,2012,Wellington Phoenix,4,2,Sydney FC,N,2.32,3.24,2.89,12,04-Jan-12,15:00
651,2011,Brisbane Roar,3,1,Melbourne Victory,N,1.82,3.55,3.93,12,31-Dec-11,19:30
652,2011,Central Coast Mariners,0,0,Gold Coast,N,1.51,3.89,5.96,12,31-Dec-11,18:15
653,2011,Newcastle Jets,1,1,Perth Glory,N,1.82,3.42,4.11,12,31-Dec-11,16:00
654,2011,Adelaide Utd,2,0,Wellington Phoenix,N,2.21,3.28,3.03,12,30-Dec-11,19:30
655,2011,Sydney FC,0,4,Melbourne City,N,2.21,3.22,3.07,12,29-Dec-11,19:30
656,2011,Gold Coast,1,0,Brisbane Roar,N,3.79,3.44,1.88,12,26-Dec-11,18:30
657,2011,Perth Glory,1,3,Central Coast Mariners,N,3.7,3.35,1.93,12,23-Dec-11,19:00
658,2011,Melbourne City,3,2,Melbourne Victory,N,2.53,3.22,2.64,12,23-Dec-11,20:00
659,2011,Wellington Phoenix,5,2,Newcastle Jets,N,1.89,3.28,3.94,12,23-Dec-11,19:30
660,2011,Sydney FC,2,2,Adelaide Utd,N,1.54,3.79,5.72,12,22-Dec-11,19:30
661,2011,Melbourne Victory,3,1,Wellington Phoenix,N,1.68,3.47,4.92,12,18-Dec-11,17:00
662,2011,Perth Glory,1,2,Melbourne City,N,2.25,3.19,3.02,12,17-Dec-11,19:00
663,2011,Brisbane Roar,1,2,Central Coast Mariners,N,2.26,3.25,2.97,12,17-Dec-11,18:45
